datasheet_id|line|button|description|Unnamed: 4
3850|3||For every 10 models in this unit, 1 Chaos Cultists autogun can be replaced with 1 flamer.|
3850|4||For every 10 models in this unit, 1 Chaos Cultists autogun can be replaced with 1 heavy stubber.|
3850|5|| For every 10 models in this unit, 1 Chaos Cultists autogun can be replaced with 1 grenade launcher.|
3852|1||The Fellgor Champions bolt pistol can be replaced with 1 plasma pistol.|
3852|2||1 Fellgor Beastmans close combat weapon can be replaced with 1 great weapon.|
3852|3||1 Fellgor Beastmans close combat weapon can be replaced with 1 corrupted stave.|
3853|1||Up to 3 Traitor Guardsmen can each have their lasgun replaced with one of the following (duplicates are not allowed):1 Cultist grenade launcher1 flamer1 meltagun1 plasma gun1 Cultist sniper rifle|
3853|2||The Traitor Sergeants close combat weapon can be replaced with one of the following:1 chainsword1 power weapon|
3853|3||The Traitor Sergeants corrupted pistol can be replaced with 1 boltgun.|
3854|1|||
3855|1|||
3856|1|||
3857|1||Any numbers of models heavy stubbers can each be replaced with one of the following:1 autocannon1 heavy bolter1 lascannon1 missile launcher1 mortar|
3858|1|||
3859|1||One models Ogryn weapon can be replaced with 1 Ogryn power drill.|
3860|1|||
3861|1||The Boss Nobs smash hammer can be replaced with 1 rokkit pistol.|
3861|2||One Breaka Boys smash hammer can be replaced with 1 knucklebustas.|
3861|3||One Breaka Boys smash hammer can be replaced with 1 tankhammer.|
3871|1|||
3872|1|||
3873|1||Up to 3 Deathwatch Terminators can each have their storm bolter replaced with one of the following:1 assault cannon1 heavy flamer1 plasma cannon1 cyclone missile launcher and 1 storm bolter (this models storm bolter cannot be replaced)|
3873|2||Any number of models can each have their power fist and storm bolter replaced with one of the following:1 storm bolter and 1 power weapon1 storm bolter and 1 chainfist1 thunder hammer and 1 storm shield1 twin lightning claws|
3874|1||The Kill Team Sergeant with Jump Pack can replace its heavy bolt pistol with one of the following:1 hand flamer1 plasma pistol|
3874|2||The Kill Team Sergeant with Jump Pack can replace its Astartes chainsword with one of the following:1 power fist1 power weapon|
3874|3||For every 5 models in this unit, 1 model can replace its heavy bolt pistol with 1 plasma pistol.|
3874|4||Any number of models can each have their assault bolters replaced with 1 plasma exterminators.|
3875|1||Chaplain Cassius is equipped with: artificer crozius; bolt pistol.|
3875|2||Vael Donatus is equipped with: boltgun; bolt pistol; close combat weapon.|
3875|3||Zameon Gydrael is equipped with: Long Vigil ranged weapon; Long Vigil melee weapon.|
3875|4||Rodricus Grytt is equipped with: frag cannon; bolt pistol; close combat weapon.|
3875|5||Antor Delassio is equipped with: Long Vigil ranged weapon; Long Vigil melee weapon, jump pack.|
3875|6||Edryc Setorax is equipped with: twin lightning claws, jump pack.|
3875|7||Jensus Natorian is equipped with: psychic Cleanse; bolt pistol; force weapon; psychic hood.|
3875|8||Drenn Redblade is equipped with: Long Vigil melee weapon; boltgun.|
3875|9||Garran Branatar is equipped with: heavy flamer; Long Vigil ranged weapon; power fist.|
3875|10||Ennox Sorrlock is equipped with: Long Vigil ranged weapon; close combat weapon.|
3875|11||Jetek Suberei is equipped with: Deathwatch twin boltgun; Long Vigil melee weapon.|
3876|1||The Visionarys bolt pistol can be replaced with 1 plasma pistol.|
3876|2||The Visionarys Nostraman chainblade can be replaced with one of the following:1 accursed weapon1 power fist|
3876|3||Any number of Legionaries can each have their boltgun replaced with 1 Astartes chainsword.|
3876|4||If this unit contains 10 models, one Legionarys boltgun can be replaced with one of the following:1 heavy bolter1 missile launcher|
3876|5||One Legionarys boltgun can be replaced with one of the following:1 flamer1 meltagun1 plasma gun|
3876|6||Up to four Legionaries can each have their boltgun replaced with one of the following (duplicates are not allowed):1 accursed weapon1 Nostraman chainglaive1 paired accursed weapons1 voice eater and 1 Astartes chainsword|
3879|1||This models monstrous bonesword and lash whip can be replaced with one of the following:1 heavy venom cannon1 stranglethorn cannon1 monstrous scything talons|
3880|1|||
3886|1|||
3889|1||1 Veteran Guardsmans boltgun can be replaced with one of the following:1 flamer1 grenade launcher1 meltagun1 plasma gun|
3889|2||The Lord Commissar's power weapon can be replaced with 1 power fist.|
3889|3||The Lord Commissar can be equipped with 1 plasma pistol.|
3889|4||1 Veteran Guardsmans chainsword can be replaced with one of the following:1 trench club1 power weapon|
3889|5||1 Veteran Guardsman not equipped with alchemyk counteragents can replace its laspistol with one of the following:1 bolt pistol1 plasma pistol|
3891|1||Any number of Veteran Guardsmen can each have their lasgun replaced with one of the following*:1 flamer1 grenade launcher1 heavy flamer1 meltagun1 plasma gun1 sniper rifle|
3891|2|*|* You cannot select the same weapon from this list more than once per unit.|
3891|3||Veteran Guardsman equipped with a lasgun can be equipped with 1 master vox.**|
3891|4||Veteran Guardsman equipped with a lasgun can be equipped 1 medi-pack.**|
3891|5||1 Veteran Guardsman equipped with a lasgun can be equipped with 1 regimental standard.**|
3891|6|*|** A model can only take one of these options.|
3891|7||The Catachan Commanders laspistol can be replaced with one of the following:1 bolt pistol1 plasma pistol|
3891|8||The Catachan Commander can be equipped with one of the following:1 boltgun1 chainsword1 power fist1 power weapon|
3892|1||This model's twin battle cannon can be replaced with 1 oppressor cannon and 1 coaxial autocannon.|
3892|2||This models castigator gatling cannon can be replaced with 1 pulveriser cannon.|
3892|3||This model can be equipped with one of the following:2 meltaguns2 additional heavy stubbers|
3892|4||This model can be equipped with one of the following:2 heavy bolters2 multi-meltas|
3893|1||1 Krieg Combat Engineer's autopistol and trench club can be replaced with 1 flamer and 1 close combat weapon.|
3893|2||1 Krieg Combat Engineers autopistol and trench club can be replaced with 1 autopistol, 1 remote mine and 1 close combat weapon.|
3893|3||Any number of models can each have their autopistol and trench club replaced with 1 combat shotgun and 1 close combat weapon.|
3893|4||The Krieg Engineer Watchmasters autopistol can be replaced with one of the following:1 bolt pistol1 hand flamer1 plasma pistol|
3893|5||The Krieg Engineer Watchmasters trench club can be replaced with one of the following:1 chainsword1 power weapon|
3894|1||Any number of models can each have their heavy bolter replaced with one of the following:1 autocannon1 lascannon1 missile launcher1 mortar|
3895|1||Any number of Heavy Weapons Gunners can each have their lascannon replaced with one of the following:1 Krieg heavy flamer1 twin Krieg heavy stubber|
3896|1||This models heavy mortar can be replaced with one of the following:1 siege cannon1 heavy quad launcher1 multiple rocket launcher|
3897|1||Any number of models can each have their malleus rocket launcher replaced with one of the following:1 bombast field gun1 heavy lascannon|
3913|1||This models scattershield can be replaced with 1 heavy wraithcannon.|
3913|2||This model can be equipped with up to two of the following:1 scatter laser1 shuriken cannon1 starcannon|
3914|1||This models splinter pistol can be replaced with 1 blast pistol.|
3915|1||This model can be equipped with one of the following:1 blast pistol1 splinter pistol|
3916|1||The Sybarites close combat weapon can be replaced with 1 Sybarite weapon.|
3916|2||The Sybarite can be equipped with 1 phantasm grenade launcher.|
3916|3||The Sybarites splinter rifle can be replaced with one of the following:1 blast pistol1 splinter pistol|
3916|4||1 Kabalite Warriors splinter rifle can be replaced with 1 blaster.|
3916|5||1 Kabalite Warriors splinter rifle can be replaced with 1 dark lance.|
3916|6||1 Kabalite Warriors splinter rifle can be replaced with 1 shredder.|
3916|7||1 Kabalite Warriors splinter rifle can be replaced with 1 splinter cannon.|
3917|1||The Hekatrixs splinter pistol can be replaced with 1 blast pistol.|
3918|1||The Klaivexs klaive can be replaced with 1 demilklaives.|
3919|1||The Arena Champion can be equipped with 1 agoniser.|
3919|2||For every 3 models in this unit, 1 models splinter rifle can be replaced with one of the following:1 blaster1 heat lance|
3919|3||For every 3 models in this unit, 1 model can be equipped with one of the following:1 grav-talon1 cluster caltrops|
3920|1||This models dark lance can be replaced with 1 disintegrator cannon.|
3921|1||This models twin splinter rifle can be replaced with 1 splinter cannon.|
3922|1|||
3937|1|||
3938|1||This models chainsword can be replaced with one of the following:1 boltgun and 1 close combat weapon1 power fist1 power weapon|
3938|2||This models laspistol can be replaced with one of the following:1 bolt pistol1 plasma pistol|
3939|1||1 Cadian Veteran Guardsmans lasgun and regimental standard can be replaced with one of the following:1 flamer1 grenade launcher1 meltagun1 plasma gun|
3939|2||1 Cadian Veteran Guardsmans laspistol can be replaced with one of the following:1 bolt pistol1 plasma pistol|
3939|3||The Cadian Commanders laspistol can be replaced with one of the following:1 bolt pistol1 plasma pistol|
3939|4||1 Cadian Veteran Guardsman's chainsword can be replaced with one of the following:1 flamer and 1 close combat weapon1 grenade launcher and 1 close combat weapon1 meltagun and 1 close combat weapon1 plasma gun and 1 close combat weapon1 power fist1 power weapon|
3939|5||The Cadian Commanders chainsword can be  replaced with one of the following:1 power fist1 power weapon|
3940|1||Any number of Veteran Guardsmen can each have their lasgun replaced with one of the following*:1 flamer1 grenade launcher1 heavy flamer1 meltagun1 plasma gun1 sniper rifle|
3940|2|*|* You cannot select the same weapon from this list more than once per unit.|
3940|3||Veteran Guardsman equipped with a lasgun can be equipped with 1 master vox.**|
3940|4||Veteran Guardsman equipped with a lasgun can be equipped 1 medi-pack.**|
3940|5||1 Veteran Guardsman equipped with a lasgun can be equipped with 1 regimental standard.**|
3940|6|*|** A model can only take one of these options.|
3940|7||The Catachan Commanders laspistol can be replaced with one of the following:1 bolt pistol1 plasma pistol|
3940|8||The Catachan Commander can be equipped with one of the following:1 boltgun1 chainsword1 power fist1 power weapon|
3941|1||1 Veteran Guardsmans boltgun can be replaced with one of the following:1 flamer1 grenade launcher1 meltagun1 plasma gun|
3941|2||The Lord Commissar's power weapon can be replaced with 1 power fist.|
3941|3||The Lord Commissar can be equipped with 1 plasma pistol.|
3941|4||1 Veteran Guardsmans chainsword can be replaced with one of the following:1 trench club1 power weapon|
3941|5||1 Veteran Guardsman not equipped with alchemyk counteragents can replace its laspistol with one of the following:1 bolt pistol1 plasma pistol|
3942|1||This models Leman Russ battle cannon can be replaced with one of the following:1 demolisher battle cannon1 eradicator nova cannon1 executioner plasma cannon1 exterminator autocannon1 punisher gatling cannon1 vanquisher battle cannon|
3942|2||This models lascannon can be replaced with one of the following:1 heavy bolter1 heavy flamer|
3942|3||This model can be equipped with one of the following:2 heavy bolters2 heavy flamers2 multi-meltas2 plasma cannons|
3942|4||This model can be equipped with one of the following:1 heavy stubber1 storm bolter|
3942|5||This model can be equipped with 1 hunter-killer missile.|
3944|1||This model's twin battle cannon can be replaced with 1 oppressor cannon and 1 coaxial autocannon.|
3944|2||This models castigator gatling cannon can be replaced with 1 pulveriser cannon.|
3944|3||This model can be equipped with one of the following:2 meltaguns2 additional heavy stubbers|
3944|4||This model can be equipped with one of the following:2 heavy bolters2 multi-meltas|
3945|1|||
3946|1|||
3947|1|||
3948|1||For every 10 models in this unit, up to 2 Shock Troopers can each have their lasgun replaced with one of the following*:1 flamer1 grenade launcher1 meltagun1 plasma gun|
3948|2||For every 10 models in this unit, 1 Shock Trooper equipped with a lasgun can be equipped with 1 vox-caster (that models lasgun cannot be replaced).|
3948|3||Any number of Shock Trooper Sergeants can each have their laspistol replaced with 1 bolt pistol.|
3948|4||Any number of Shock Trooper Sergeants can each have their laspistol and chainsword replaced with 1 Sergeant's autogun and 1 close combat weapon.|
3948|5|*|* You cannot select the same weapon more than once per unit unless it contains 20 models, in which case you cannot select the same weapon more than twice per unit.|
3949|1||For every 5 models in this unit, 1 Jungle Fighters lasgun can be replaced with 1 flamer.|
3949|2||For every 10 models in this unit, 1 Jungle Fighter equipped with a lasgun can be equipped with 1 vox-caster (that models lasgun cannot be replaced).|
3950|1||For every 10 models in this unit, up to 2 Death Korps Troopers can each have their lasgun replaced with one of the following*:1 flamer1 grenade launcher1 long-las1 meltagun1 plasma gun|
3950|2||For every 10 models in this unit, 1 Death Korps Trooper equipped with a lasgun can be equipped with 1 Death Korps medi-pack (that models lasgun cannot be replaced)**.|
3950|3||For every 10 models in this unit, 1 Death Korps Trooper equipped with a lasgun can be equipped with 1 vox-caster (that models lasgun cannot be replaced).**|
3950|4||Any number of Death Korps Watchmasters can each replace their laspistol and chainsword with 1 boltgun and 1 close combat weapon.|
3950|5||Any number of Death Korps Watchmasters can each replace their chainsword with 1 power weapon.|
3950|6||Any number of Death Korps Watchmasters can each replace their laspistol with one of the following:1 bolt pistol1 plasma pistol|
3950|7|*|*  You cannot select the same option more than once per unit unless it contains 20 models, in which case you cannot select the same option more than twice per unit.|
3950|8|*|** A model can only take one of these options.|
3951|1||This models heavy bolter can be replaced with 1 heavy flamer.|
3951|2||This models multi-laser can be replaced with one of the following:1 heavy bolter*1 heavy flamer*|
3951|3||This model can be equipped with one of the following:1 heavy stubber1 storm bolter|
3951|4||This model can be equipped with 1 hunter-killer missile.|
3951|5|*|* This weapon cannot be replaced.|
3952|1||This model can be equipped with 1 storm bolter.|
3953|1||This models Taurox battle cannon can be replaced with one of the following:1 Taurox gatling cannon1 Taurox missile launcher|
3953|2||This models twin Taurox hot-shot volley gun can be replaced with 1 twin autocannon.|
3953|3||This model can be equipped with 1 storm bolter.|
3954|1||This models heavy bolter can be replaced with 1 heavy flamer.|
3954|2||This model can be equipped with 1 hunter-killer missile.|
3954|3||This model can be equipped with one of the following:1 heavy stubber1 storm bolter|
3955|1|||
3956|1|||
3957|1|||
3958|1|||
3959|1||Any number of models twin heavy bolters can each be replaced with one of the following:1 defence searchlight1 twin autocannon1 twin heavy stubber1 twin lascannon|
3960|1||Any number of models can each have their multi-laser replaced with one of the following:1 autocannon1 heavy flamer1 lascannon1 missile launcher1 plasma cannon|
3960|2||Any number of models can each be equipped with 1 Sentinel chainsaw.|
3960|3||Any number of models can each be equipped with 1 hunter-killer missile.|
3961|1||This models heavy mortar can be replaced with one of the following:1 siege cannon1 heavy quad launcher1 multiple rocket launcher|
3962|1||For every 5 models in this unit, 1 models hunting lance can be replaced with 1 goad lance.|
3962|2||The Rough Rider Sergeant can be equipped with 1 power sabre.|
3963|1||This models 2 twin heavy flamers can be replaced with 2 twin heavy bolters.|
3963|2||This model can be equipped with one of the following:2 lascannons and 2 twin heavy bolters2 lascannons and 2 twin heavy flamers|
3964|1||This models 2 twin heavy flamers can be replaced with 2 twin heavy bolters.|
3964|2||This model can be equipped with one of the following:2 lascannons and 2 twin heavy bolters2 lascannons and 2 twin heavy flamers|
3965|1||This models 2 twin heavy flamers can be replaced with 2 twin heavy bolters.|
3965|2||This model can be equipped with one of the following:2 lascannons and 2 twin heavy bolters2 lascannons and 2 twin heavy flamers|
3966|1||This models heavy bolter can be replaced with 1 heavy flamer.|
3966|2||This model can be equipped with 1 hunter-killer missile.|
3967|1||Any number of models can each have their heavy bolter replaced with one of the following:1 autocannon1 lascannon1 missile launcher1 mortar|
3968|1||Any number of models can each have their heavy bolter replaced with one of the following:1 autocannon1 lascannon1 missile launcher1 mortar|
3970|1||This models heavy bolter can be replaced with 1 heavy flamer.|
3970|2||This model can be equipped with 1 hunter-killer missile.|
3971|1||This models 2 twin heavy flamers can be replaced with 2 twin heavy bolters.|
3971|2||This model can be equipped with one of the following:2 lascannons and 2 twin heavy bolters2 lascannons and 2 twin heavy flamers|
3972|1||Any number of models can each have their malleus rocket launcher replaced with one of the following:1 bombast field gun1 heavy lascannon|
3973|1||This models 2 twin heavy flamers can be replaced with 2 twin heavy bolters.|
3973|2||This model can be equipped with one of the following:2 lascannons and 2 twin heavy bolters2 lascannons and 2 twin heavy flamers|
3974|1||This models inferno cannon can be replaced with one of the following:1 chem cannon1 melta cannon|
3974|2||This models heavy flamer can be replaced with one of the following:1 heavy bolter1 multi-melta|
3974|3||This model can be equipped with 1 hunter-killer missile.|
3975|1||This models heavy bolter can be replaced with 1 heavy flamer.|
3975|2||This model can be equipped with 1 hunter-killer missile.|
3976|1||Up to 4 Kasrkin Troopers can each have their hot-shot lasgun replaced with one of the following:*1 flamer1 grenade launcher1 hot-shot volley gun1 meltagun1 plasma gun|
3976|2||1 Kasrkin Troopers hot-shot lasgun can be replaced with 1 hot-shot marksman rifle.|
3976|3||1 Kasrkin Troopers hot-shot lasgun can be replaced with 1 hot-shot laspistol and 1 melta mine.|
3976|4||1 Kasrkin Trooper equipped with a hot-shot lasgun can be equipped with 1 vox-caster (that models hot-shot lasgun cannot be replaced).|
3976|5||The Kasrkin Sergeants chainsword can be replaced with 1 power weapon.|
3976|6||The Kasrkin Sergeants hot-shot laspistol can be replaced with one of the following:1 bolt pistol1 plasma pistol.|
3976|7|*|* You cannot select the same weapon from this list more than twice per unit.|
3977|1||1 Krieg Combat Engineer's autopistol and trench club can be replaced with 1 flamer and 1 close combat weapon.|
3977|2||1 Krieg Combat Engineers autopistol and trench club can be replaced with 1 autopistol, 1 remote mine and 1 close combat weapon.|
3977|3||Any number of models can each have their autopistol and trench club replaced with 1 combat shotgun and 1 close combat weapon.|
3977|4||The Krieg Engineer Watchmasters autopistol can be replaced with one of the following:1 bolt pistol1 hand flamer1 plasma pistol|
3977|5||The Krieg Engineer Watchmasters trench club can be replaced with one of the following:1 chainsword1 power weapon|
3978|1||Any number of Heavy Weapons Gunners can each have their lascannon replaced with one of the following:1 Krieg heavy flamer1 twin Krieg heavy stubber|
3979|1||This models lascannon can be replaced with one of the following:1 heavy bolter1 heavy flamer|
3979|2||This model can be equipped with one of the following:2 heavy bolters2 heavy flamers2 multi-meltas2 plasma cannons|
3979|3||This model can be equipped with one of the following:1 heavy stubber1 storm bolter|
3979|4||This model can be equipped with 1 hunter-killer missile.|
3980|1||This models lascannon can be replaced with one of the following:1 heavy bolter1 heavy flamer|
3980|2||This model can be equipped with one of the following:2 heavy bolters2 heavy flamers2 multi-meltas2 plasma cannons|
3980|3||This model can be equipped with one of the following:1 heavy stubber1 storm bolter|
3980|4||This model can be equipped with 1 hunter-killer missile.|
3981|1||This models lascannon can be replaced with one of the following:1 heavy bolter1 heavy flamer|
3981|2||This model can be equipped with one of the following:2 heavy bolters2 heavy flamers2 multi-meltas2 plasma cannons|
3981|3||This model can be equipped with one of the following:1 heavy stubber1 storm bolter|
3981|4||This model can be equipped with 1 hunter-killer missile.|
3982|1||This models lascannon can be replaced with one of the following:1 heavy bolter1 heavy flamer|
3982|2||This model can be equipped with one of the following:2 heavy bolters2 heavy flamers2 multi-meltas2 plasma cannons|
3982|3||This model can be equipped with one of the following:1 heavy stubber1 storm bolter|
3982|4||This model can be equipped with 1 hunter-killer missile.|
3983|1||This models lascannon can be replaced with one of the following:1 heavy bolter1 heavy flamer|
3983|2||This model can be equipped with one of the following:2 heavy bolters2 heavy flamers2 multi-meltas2 plasma cannons|
3983|3||This model can be equipped with one of the following:1 heavy stubber1 storm bolter|
3983|4||This model can be equipped with 1 hunter-killer missile.|
3984|1||This models lascannon can be replaced with one of the following:1 heavy bolter1 heavy flamer|
3984|2||This model can be equipped with one of the following:2 heavy bolters2 heavy flamers2 multi-meltas2 plasma cannons|
3984|3||This model can be equipped with one of the following:1 heavy stubber1 storm bolter|
3984|4||This model can be equipped with 1 hunter-killer missile.|
3985|1||This models lascannon can be replaced with one of the following:1 heavy bolter1 heavy flamer|
3985|2||This model can be equipped with one of the following:2 heavy bolters2 heavy flamers2 multi-meltas2 plasma cannons|
3985|3||This model can be equipped with one of the following:1 heavy stubber1 storm bolter|
3985|4||This model can be equipped with 1 hunter-killer missile.|
3986|1||This models heavy bolter can be replaced with 1 heavy flamer.|
3986|2||This model can be equipped with 1 hunter-killer missile.|
3987|1||This models twin battle cannon can be replaced with 1 oppressor cannon and 1 coaxial autocannon.|
3987|2||This models castigator gatling cannon can be replaced with 1 pulveriser cannon.|
3987|3||This model can be equipped with one of the following:2 meltaguns2 additional heavy stubbers|
3987|4||This model can be equipped with one of the following:2 heavy bolters2 multi-meltas|
3988|1||Any number of models can each have their multi-laser replaced with one of the following:1 autocannon1 heavy flamer1 lascannon1 missile launcher1 plasma cannon|
3988|2||Any number of models can each be equipped with 1 Sentinel chainsaw.|
3988|3||Any number of models can each be equipped with 1 hunter-killer missile.|
3989|1||This models 2 twin heavy flamers can be replaced with 2 twin heavy bolters.|
3989|2||This model can be equipped with one of the following:2 lascannons and 2 twin heavy bolters2 lascannons and 2 twin heavy flamers|
3990|1||This models 2 twin heavy flamers can be replaced with 2 twin heavy bolters.|
3990|2||This model can be equipped with one of the following:2 lascannons and 2 twin heavy bolters2 lascannons and 2 twin heavy flamers|
3991|1||This models 2 twin heavy flamers can be replaced with 2 twin heavy bolters.|
3991|2||This model can be equipped with one of the following:2 lascannons and 2 twin heavy bolters2 lascannons and 2 twin heavy flamers|
3992|1||This models heavy bolter can be replaced with 1 heavy flamer.|
3992|2||This model can be equipped with 1 hunter-killer missile.|
3993|1|||
3994|1||This models 7 multi-lasers can be replaced with one of the following:7 heavy bolters7 heavy flamers7 lascannons|
3994|2||This model can be equipped with 1 hunter-killer missile.|
3994|3||This model can be equipped with one of the following:1 heavy stubber1 storm bolter|
3995|1||This models heavy bolter can be replaced with 1 heavy flamer.|
3995|2||This model can be equipped with 1 hunter-killer missile.|
3995|3||This model can be equipped with one of the following:1 storm bolter1 heavy stubber|
3996|1||This model can be equipped with 1 hunter-killer missile.|
3996|2||This model can be equipped with one of the following:1 heavy stubber1 storm bolter|
3997|1||This models Carnodon twin autocannon can be replaced with one of the following:1 Carnodon twin lascannon1 Carnodon twin multi-laser1 volkite culverin|
3997|2||This models 2 autocannons can be replaced with one of the following:2 heavy bolters2 heavy flamers2 lascannons2 Militarum multi-lasers2 volkite calivers|
3997|3||This model can be equipped with 1 hunter-killer missile.|
3998|1||This model can be equipped with 1 hunter-killer missile.|
3999|1||This model can be equipped with 1 hunter-killer missile.|
3999|2||This model can be equipped with one of the following:1 heavy stubber1 storm bolter|
4000|1||This model can be equipped with one of the following:1 heavy stubber1 storm bolter|
4001|1||Up to 2 Grenadier models can each have their hot-shot lasgun replaced with one of the following:1 flamer1 grenade launcher1 heavy stubber1 meltagun1 plasma gun1 sniper rifle|
4002|1||This models 2 heavy bolters can be replaced with one of the following:2 autocannons2 heavy flamers2 lascannons|
4002|2||This model can be equipped with 1 hunter-killer missile.|
4002|3||This model can be equipped with one of the following:1 heavy stubber1 storm bolter|
4003|1|||
4004|1||This model can be equipped with 1 hunter-killer missile.|
4004|2||This model can be equipped with one of the following:1 heavy flamer1 multi-melta|
4005|1|||
4006|1||This models 2 Gorgon mortars can be replaced with one of the following:4 heavy bolters4 heavy flamers4 heavy stubbers|
4006|2||This model can be equipped with 1 hunter-killer missile.|
4007|1||This models heavy bolter can be replaced with 1 heavy flamer.|
4007|2||This model can each be equipped with one of the following:1 heavy stubber1 storm bolter|
4008|1|||
4009|1|||
4010|1|||
4011|1||This models 2 heavy stubbers can be replaced with one of the following:2 heavy bolters2 heavy flamers|
4011|2||This model can be equipped with 1 hunter-killer missile.|
4011|3||This model can be equipped with one of the following:1 heavy stubber1 storm bolter|
4012|1||This model can be equipped with one of the following:2 autocannons2 heavy bolters2 heavy flamers|
4012|2||This model can be equipped with 1 hunter-killer missile.|
4012|3||This model can be equipped with one of the following:1 heavy stubber1 storm bolter|
4013|1||This models 2 heavy stubbers can be replaced with one of the following:2 heavy bolters2 heavy flamers|
4013|2||This model can be equipped with 1 hunter-killer missile.|
4013|3||This model can be equipped with one of the following:1 heavy stubber1 storm bolter|
4014|1||This models 2 heavy stubbers can be replaced with one of the following:2 heavy bolters2 heavy flamers|
4014|2||This model can be equipped with 1 hunter-killer missile.|
4014|3||This model can be equipped with one of the following:1 heavy stubber1 storm bolter|
4015|1||This models 2 autocannons can be replaced with one of the following:2 heavy bolters2 lascannons|
4015|2||This models heavy bolter can be replaced with one of the following:1 autocannon1 lascannon|
4015|3||This model can be equipped with 1 hunter-killer missile.|
4015|4||This model can be equipped with one of the following:1 heavy stubber1 storm bolter|
4016|1||This models 2 heavy bolters can be replaced with one of the following:2 autocannons2 lascannons|
4016|2||This model can be equipped with 1 hunter-killer missile.|
4016|3||This model can be equipped with one of the following:1 heavy stubber1 storm bolter|
4017|1||2 of this models heavy bolters can be replaced with one of the following:2 autocannons2 lascannons|
4017|2||This model can be equipped with 1 hunter-killer missile.|
4017|3||This model can be equipped with one of the following:1 heavy stubber1 storm bolter|
4018|1||This models 2 heavy stubbers can be replaced with one of the following:2 autocannons2 heavy bolters2 heavy flamers2 lascannons|
4018|2||This model can be equipped with 1 hunter-killer missile.|
4018|3||This model can be equipped with one of the following:1 heavy stubber1 storm bolter|
4019|1|||
4020|1|||
4021|1||The Mukaali Rider Sergeants laspistol can be replaced with 1 plasma pistol.|
4021|2||The Mukaali Rider Sergeants hunting lance can be replaced with one of the following:1 chainsword1 power weapon|
4021|3||Up to 2 Mukaali Riders can each have their hunting lance replaced with one of the following:1 flamer1 grenade launcher1 meltagun1 plasma gun|
4022|1||Up to 2 models can each have their Servitors servo-arm replaced with one of the following:1 heavy bolter1 multi-melta1 plasma cannon|
4023|1||This model can be equipped with one of the following:1 heavy stubber1 storm bolter|
4024|1|||
4025|1|||
4026|1||This model can be equipped with 1 hunter-killer missile.|
4026|2||This model can be equipped with one of the following:1 heavy stubber1 storm bolter|
4027|1||This model can be equipped with 1 hunter-killer missile.|
4027|2||This model can be equipped with one of the following:1 heavy stubber1 storm bolter|
4028|1|||
4029|1||This models 2 twin heavy bolters can be replaced with 2 twin heavy flamers.|
4029|2||This model can be equipped with 1 hunter-killer missile.|
4029|3||This model can be equipped with one of the following:1 heavy stubber1 storm bolter|
4029|4||This model can be equipped with one of the following:2 lascannons and 2 twin heavy bolters2 lascannons and 2 twin heavy flamers|
4030|1||This model can be equipped with 1 hunter-killer missile.|
4030|2||This model can be equipped with one of the following:1 heavy stubber1 storm bolter|
4031|1||Any number of models can each have their twin heavy bolter replaced with 1 twin lascannon.|
4032|1||This models heavy flamer can be replaced with 1 Tauros grenade launcher.|
4032|2||This model can be equipped with 1 hunter-killer missile.|
4033|1||This models twin multi-laser can be replaced with 1 twin lascannon.|
4033|2||This model can be equipped with 1 hunter-killer missile.|
4034|1||This models heavy bolter can be replaced with 1 heavy flamer.|
4034|2||This model can be equipped with 1 hunter-killer missile.|
4035|1||This models autocannon can be replaced with one of the following:1 heavy bolter1 heavy flamer1 lascannon|
4035|2||This model can be equipped with 1 hunter-killer missile.|
4035|3||This model can be equipped with one of the following:1 heavy stubber1 storm bolter|
4036|1||This models daemon hammer can be replaced with one of the following:1 accursed weapon1 Astartes chainsword|
4036|2||This models plasma pistol can be replaced with 1 power fist.|
4037|1||This models combi-bolter can be replaced with 1 combi-weapon.|
4037|2||This models exalted weapon can be replaced with one of the following:1 chainfist1 power fist|
4037|3||This models combi-bolter and exalted weapon can be replaced with 1 paired accursed weapons.|
4038|1||This model's bolt pistol can be replaced with 1 plasma pistol.|
4038|2||This models accursed weapon can be replaced with 1 power fist.|
4038|3||This model's bolt pistol and accursed weapon can be replaced with 1 twin lightning claws.|
4039|1||This models bolt pistol can be replaced with one of the following:1 plasma pistol1 combi-bolter1 combi-weapon1 accursed weapon1 power fist|
4039|2||This models Astartes chainsword can be replaced with one of the following:1 bolt pistol1 plasma pistol1 accursed weapon1 power fist|
4039|3||This models bolt pistol and Astartes chainsword can be replaced with 1 paired accursed weapons.|
4040|1||This models bolt pistol can be replaced with one of the following:1 plasma pistol1 combi-bolter1 combi-weapon1 accursed weapon1 power fist|
4040|2||This models Astartes chainsword can be replaced with one of the following:1 bolt pistol1 plasma pistol1 accursed weapon1 power fist|
4040|3||This models bolt pistol and Astartes chainsword can be replaced with 1 paired accursed weapons.|
4041|1||This models bolt pistol can be replaced with one of the following:1 plasma pistol1 combi-bolter1 combi-weapon1 accursed weapon1 power fist|
4041|2||This models Astartes chainsword can be replaced with one of the following:1 bolt pistol1 plasma pistol1 accursed weapon1 power fist|
4041|3||This models bolt pistol and Astartes chainsword can be replaced with 1 paired accursed weapons.|
4042|1||This models bolt pistol can be replaced with one of the following:1 plasma pistol1 combi-bolter1 combi-weapon1 accursed weapon1 power fist|
