datasheet_id|line|ability_id|model|name|description|type|parameter|Unnamed: 8
3883|1|8340.0||||Core||
3883|2|8345.0||||Core||
3883|3|8336.0||||Core||
3883|4|8337.0||||Core||
3883|5|705.0||||Faction||
3883|6|||Feeder Tendrils|Each time this model destroys an enemy CHARACTER model, you gain 1CP.|Datasheet||
3883|7|||Pheromone Trail|Once per battle round, you can target one model with this ability with the Rapid Ingress Stratagem for 0CP.|Datasheet||
3884|1|8343.0||||Core||
3884|2|705.0||||Faction||
3884|3|||Terror From The Deep|"Each time this model is set up on the battlefield using the Deep Strike ability, roll one D6 for each enemy unit within 12"" of this model: on a 2-4, that unit suffers D3 mortal wounds; on a 5+, that unit suffers 3 mortal wounds and must take a Battle-shock test."|Datasheet||
3885|1|8345.0||||Core||
3885|2|8336.0||||Core||
3885|3|8337.0||||Core||
3885|4|707.0||||Faction||
3885|5|705.0||||Faction||
3885|6|||Feeder Tendrils|Each time this model destroys an enemy CHARACTER model, you gain 1CP.|Datasheet||
3885|7|||Neural Disruption|"In your Command phase, select one enemy unit within 12"" of this model. That unit must take a Battle-shock test."|Datasheet||
3885|8|||Psychological Saboteur (Aura)|"While an enemy unit is within 12"" of this model, if that unit is Battle-shocked:Each time a model in that unit makes an attack, subtract 1 from the Hit roll.Each time a friendly TYRANIDS model makes an attack that targets that unit, add 1 to the Wound roll."|Datasheet||
3886|1|8343.0||||Core||
3886|2|705.0||||Faction||
3886|3|||Death From Below|At the end of your opponents turn, if this unit is not within Engagement Range of one or more enemy units, you can remove it from the battlefield and place it into Strategic Reserves.|Datasheet||
3887|1|8343.0||||Core||
3887|2|705.0||||Faction||
3887|3|||Subterranean Tunnels|"In your Movement phase, when this model is set up on the battlefield using the Deep Strike ability, it can use a subterranean tunnel. If it does, this model can be set up anywhere on the battlefield that is more than 6"" horizontally away from all enemy units, but until the end of the turn, it is not eligible to declare a charge."|Datasheet||
3888|1|8340.0||||Core||
3888|2|8345.0||||Core||
3888|3|8337.0||||Core||
3888|4|705.0||||Faction||
3888|5|||Pouncing Leap|You can target this unit with the Heroic Intervention Stratagem for 0CP, and can do so even if you have already used that Stratagem on a different unit this phase.|Datasheet||
3889|1|8346.0||||Core||
3889|2|8377.0||||Faction||
3889|3|||Grim Determination|While this unit contains an OFFICER, you can target this unit with Stratagems even while it is Battle-shocked and Orders issued to this unit do not cease to affect this unit if it becomes Battle-shocked.|Datasheet||
3889|4|||Master Vox|"Each time the OFFICER in the bearers unit issues an Order, it can issue it to an eligible unit up to 24"" away."|Wargear||
3889|5|||Alchemyk Counteragents|The bearers unit has the Feel No Pain 6+ ability against mortal wounds.|Wargear||
3889|6|||Regimental Standard|Add 1 to the Objective Control characteristic of models in the bearers unit.|Wargear||
3889|7|||Servo-scribes|Once per battle, when issuing an Order, the Lord Commissar can issue one additional Order.Designers Note: Place a Servo-scribes token next to the unit, removing it when this ability has been used.|Wargear||
3889|8|||ORDERS| This units OFFICER can issue 1 Order to a Regiment unit.|Special ( )||
3890|1|8346.0||||Core||
3890|2|8338.0||||Core|6+|
3890|3|8377.0||||Faction||
3890|4|||Tough to Kill|The first time this model is destroyed, roll one D6 at the end of the phase. On a 2+, set this model back up on the battlefield as close as possible to where it was destroyed and not within Engagement Range of any enemy units, with D3 wounds remaining.|Datasheet||
3890|5|||Leading the Charge|Each time this models unit makes a Charge move, until the end of the turn, melee weapons equipped by models in that unit have the [DEVASTATING WOUNDS] ability.|Datasheet||
3890|6|||ORDERS|This OFFICER can issue up to 3 Orders to Regiment units.|Special ( )||
3891|1|8346.0||||Core||
3891|2|8344.0||||Core|"6"""|
3891|3|8377.0||||Faction||
3891|4|||Gung-ho Command|While this unit contains an OFFICER, ranged weapons equipped by models in this unit have the [ASSAULT] ability.|Datasheet||
3891|5|||Master Vox|"Each time the OFFICER in the bearers unit issues an Order, it can issue it to an eligible unit up to 24"" away."|Wargear||
3891|6|||Medi-pack|At the start of your Command phase, if the bearers unit is below its Starting Strength, you can return up to D3 destroyed PLATOON models (excluding CHARACTERS) to this unit.|Wargear||
3891|7|||Regimental Standard|Add 1 to the Objective Control characteristic of models in the bearers unit.|Wargear||
3891|8|||ORDERS| This units OFFICER can issue 1 Order to a Regiment unit.|Special ( )||
3892|1|8339.0||||Core|D6|
3892|2|8377.0||||Faction||
3892|3|||Vox-net|"Each time this model issues an Order, it can issue it to an eligible unit up to 12"" away."|Datasheet||
3892|4|||Called Shots|Each time this model is selected to shoot, you can re-roll one Hit roll, you can re-roll one Wound roll and you can re-roll one Damage roll when resolving its attacks.|Datasheet||
3892|5|||ORDERS|This OFFICER can issue up to 2 Orders to Squadron units.|Special ( )||
3893|1|8344.0||||Core|"6"""|
3893|2|||Grenadiers|Once per turn, you can target this unit with the Grenade Stratagem for 0CP.|Datasheet||
3893|3|||Remote Mine|"Once per battle, at the start of your Shooting phase, you can select one enemy unit within 9"" of and visible to the bearer and roll one D6: on a 3+, that enemy unit suffers D3 mortal wounds, or 2D3 mortal wounds instead if it is a VEHICLE or FORTIFICATIONS unit.Designers Note: Place a Remote Mine token next to the unit, removing it once this ability has been used."|Wargear||
3894|1|8344.0||||Core|"6"""|
3894|2|||Bring it Down!|Each time a model in this unit makes a ranged attack that targets a MONSTER of VEHICLE unit, re-roll a Hit roll of 1 and re-roll a Wound roll of 1.|Datasheet||
3894|3|||EMBARKING|While embarked within a Transport, each model takes up the space of 2 models, and each weapon equipped by these models is considered to be 2 models weapons for the purposes of the Firing Deck ability.|Special ( )||
3895|1|||Final Duty|While the Fire Coordinator model is on the battlefield, each time a Heavy Weapons Gunner model is destroyed, roll one D6: on a 3+, do not remove it from play. The destroyed model can shoot after the attacking models unit has finished making its attacks, and is then removed from play.|Datasheet||
3895|2|||EMBARKING|While embarked within a Transport, each Heavy Weapons Gunner model takes up the space of 2 models, and each weapon equipped by these models is considered to be 2 models weapons for the purposes of the Firing Deck ability.|Special ( )||
3896|1|||Remorseless Barrage|In your Shooting phase, after this model has shot, if one or more of those attacks made with an Indirect Fire weapon scored a hit against an enemy unit, that unit must take a Battle-shock test (if an INFANTRY unit is hit by one or more attacks made by a multiple rocket launcher, they must subtract 1 from their Battle-shock test when doing so).|Datasheet||
3897|1|||Rearm, Reload, Fire|While this unit is being affected by an Order, provided it Remained Stationary this turn, all Heavy weapons equipped by models in this unit have the [SUSTAINED HITS 1] ability.|Datasheet||
3898|1|||Screening Line|"Once per turn, when an enemy unit ends a Normal, Advance or Fall Back move within 9"" of this unit, if this unit is not within Engagement Range of one or more enemy units, it can make a Normal move of up to 6""."|Datasheet||
3909|1|8343.0||||Core||
3909|2|8346.0||||Core||
3909|3|9894.0||||Faction||
3909|4|||Empyric Ambush|While this model is leading a unit, that unit is eligible to declare a charge in a turn in which it used its Flickerjump ability.|Datasheet||
3909|5|||Whispering Web|In your Shooting phase, after this model has shot, select one enemy unit hit by one or more of those attacks. Until the end of the turn, each time a friendly Aeldari model makes an attack that targets that unit, an unmodified Hit roll of 5+ scores a Critical Hit.|Datasheet||
3910|1|||Support Weapon|Each time an attack targets this models unit, if that unit contains one or more other models, until that attack is resolved, this model has a Toughness characteristic of 3.|Datasheet||
3910|2|||Structural Collapse|Each time this model makes an attack with its D-cannon, re-roll a Damage roll of 1. If that attack targets a TITANIC unit, you can re-roll the Damage roll instead.|Datasheet||
3910|3|||SUPPORT ARTILLERY|At the start of the Declare Battle Formations step, this model can join one Guardian Defenders unit from your army (a unit cannot have more than one Support Weapon model joined to it). This model then counts as part of that GUARDIANS unit for the rest of the battle, and that units Starting Strength is increased accordingly.This model, and any unit it is joined to, cannot embark within a Transport.|Fortification ( )||
3911|1|||Support Weapon|Each time an attack targets this models unit, if that unit contains one or more other models, until that attack is resolved, this model has a Toughness characteristic of 3.|Datasheet||
3911|2|||Monofilament Snare|In your Shooting phase, after this model has shot, select one enemy unit hit by one or more of those attacks made with its shadow weaver. Until the start of your next turn, that enemy unit is snared. While a unit is snared, each time that unit makes a Normal, Advance or Fall Back move, roll one D6 for each model in that unit: for each 1, that unit suffers 1 mortal wound.|Datasheet||
3911|3|||SUPPORT ARTILLERY|At the start of the Declare Battle Formations step, this model can join one Guardian Defenders unit from your army (a unit cannot have more than one Support Weapon model joined to it). This model then counts as part of that GUARDIANS unit for the rest of the battle, and that units Starting Strength is increased accordingly.This model, and any unit it is joined to, cannot embark within a Transport.|Fortification ( )||
3912|1|||Support Weapon|Each time an attack targets this models unit, if that unit contains one or more other models, until that attack is resolved, this model has a Toughness characteristic of 3.|Datasheet||
3912|2|||Sonic Destruction|In your Shooting phase, each time this model makes an attack with its vibro cannon that targets an enemy unit, improve the Strength, Armour Penetration and Damage characteristics of that attack by 1 for each other friendly VIBRO CANNON PLATFORM model that made one or more attacks with its vibro cannon that also targeted that enemy unit this phase.|Datasheet||
3912|3|||SUPPORT ARTILLERY|At the start of the Declare Battle Formations step, this model can join one Guardian Defenders unit from your army (a unit cannot have more than one Support Weapon model joined to it). This model then counts as part of that GUARDIANS unit for the rest of the battle, and that units Starting Strength is increased accordingly.This model, and any unit it is joined to, cannot embark within a Transport.|Fortification ( )||
3913|1|8339.0||||Core|D6|
3913|2|9894.0||||Faction||
3913|3|||Titanic Agility|Each time this model makes a Normal, Advance or Fall Back move, it can move through models and terrain features. When doing so, it can move within Engagement Range of enemy models, but cannot end that move within Engagement Range of them.|Datasheet||
3913|4|||Scattershield|The bearer has a 4+ invulnerable save and each time an attack is allocated to the bearer, subtract 1 from the Damage characteristic of that attack.|Wargear||
3914|1|8346.0||||Core||
3914|2|9894.0||||Faction||
3914|3|9896.0||||Faction||
3914|4|||Overlord|While this model is leading a unit, each time a model in that unit makes an attack, re-roll a Wound roll of 1. While that unit is below its Starting Strength, each time a model in that unit makes an attack, you can re-roll the Wound roll instead.|Datasheet||
3914|5|||Reborn Mastermind|Once per battle round, one model from your army with this ability can use it when its unit is targeted with a Stratagem. If it does, reduce the CP cost of that usage of that Stratagem by 1CP.|Datasheet||
3914|6|||Shadow Field|You cannot re-roll invulnerable saving throws made for the bearer. The first time an invulnerable saving throw made for the bearer is failed, until the end of the battle, the bearer has no invulnerable save.|Wargear||
3915|1|8346.0||||Core||
3915|2|9894.0||||Faction||
3915|3|9896.0||||Faction||
3915|4|||Storm of Blades|While this model is leading a unit, melee weapons equipped by models in that unit have the [SUSTAINED HITS 1] ability.|Datasheet||
3915|5|||Empowered by Death|At the start of the Fight phase, if this models unit is below its Starting Strength, until the end of the phase, models in that unit have the Fights First ability.|Datasheet||
3916|1|9894.0||||Faction||
3916|2|9896.0||||Faction||
3916|3|||Sadistic Raiders|At the end of your Command phase, if you control an objective marker that this unit (or a Transport it is embarked within) is within range of, that objective marker remains under your control until your opponents Level of Control over that objective marker is greater than yours at the end of a phase.|Datasheet||
3916|4|||Phantasm Grenade Launcher|The bearers unit has the Grenades keyword.|Wargear||
3917|1|9894.0||||Faction||
3917|2|9896.0||||Faction||
3917|3|||No Escape|Each time an enemy unit (excluding MONSTERS and VEHICLES) within Engagement Range of one or more units from your army with this ability is selected to Fall Back, all models in that enemy unit must take a Desperate Escape test. When doing so, if that enemy unit is Battle-shocked, subtract 1 from each of those tests.|Datasheet||
3918|1|9894.0||||Faction||
3918|2|9896.0||||Faction||
3918|3|||Tormentors|At the start of the Fight phase, each enemy unit within Engagement Range of one or more units from your army with this ability must take a Battle-shock test.|Datasheet||
3919|1|9894.0||||Faction||
3919|2|9896.0||||Faction||
3919|3|||Eviscerating Fly-by|Each time this unit ends a Normal move, you can select one enemy unit (excluding MONSTERS and VEHICLES) that it moved over during that move. If you do, roll one D6 for each model in this unit: for each 4+, that enemy unit suffers 1 mortal wound.|Datasheet||
3919|4|||Cluster Caltrops|Each time you roll a D6 for the bearer while resolving this units Eviscerating Fly-by ability, you can re-roll the result.|Wargear||
3919|5|||Grav-talon|The bearers melee weapons have the [LANCE] ability.|Wargear||
3920|1|8339.0||||Core|D3|
3920|2|8343.0||||Core||
3920|3|8334.0||||Core|11|
3920|4|9894.0||||Faction||
3920|5|9896.0||||Faction||
3920|6|||Aethersails|"Each time this model Advances, do not make an Advance roll for it. Instead, until the end of the phase, add 6"" to the Move characteristic of this model."|Datasheet||
3921|1|8339.0||||Core|1|
3921|2|8343.0||||Core||
3921|3|8334.0||||Core|6|
3921|4|8337.0||||Core||
3921|5|9894.0||||Faction||
3921|6|9896.0||||Faction||
3921|7|||Lithe Embarkation|"At the end of the Fight phase, if there are no models currently embarked within this TRANSPORT, you can select one friendly Ynnari Infantry unit that only includes models from the units listed in this units Transport section, that has 6 or fewer models and that is wholly within 6"" of this TRANSPORT. Unless that unit is within Engagement Range of one or more enemy units, it can embark within this TRANSPORT."|Datasheet||
3922|1|8346.0||||Core||
3922|2|8377.0||||Faction||
3922|3|||Heroic Example|While this units Minka Lesk model is on the battlefield, each time a model in this unit makes an attack, you can re-roll the Hit roll.|Datasheet||
3922|4|||Lesks Heroes|Add 1 to the Leadership characteristic of models in this unit and you can re-roll Battle-shock and Leadership tests taken for this unit.|Datasheet||
3922|5|||ORDERS|This units OFFICER can issue 2 Orders to Regiment units.|Fortification ( )||
3922|6|||Regimental Banner|Add 1 to the Objective Control characteristic of models in the bearers unit.|Wargear||
3922|7|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
3937|1|8345.0||||Core||
3937|2|8346.0||||Core||
3937|3|8337.0||||Core||
3937|4|||A Hearty Pick Me Up|While this model is leading a unit, in your Command phase, you can return up to D3 destroyed models to that unit.|Datasheet||
3937|5|||Well-stocked Supplies|While this model is leading a unit, improve the Leadership and Objective Control characteristics of models in that unit by 1.|Datasheet||
3938|1|8346.0||||Core||
3938|2|||Senior Officer|While this model is leading a unit, ranged weapons equipped by models in that unit have the [SUSTAINED HITS 1] ability.|Datasheet||
3938|3|||Get Back in the Fight|While this model is leading a unit, that unit is eligible to shoot in a turn in which it Fell Back.|Datasheet||
3938|4|||ORDERS|This OFFICER can issue 2 Orders to Regiment units.|Special ( )||
3939|1|8346.0||||Core||
3939|2|||Cadia Stands!|While this unit contains an OFFICER, each time a ranged attack targets this unit, if this unit is within range of an objective marker you control, models in this unit have the Benefit of Cover against that attack.|Datasheet||
3939|3|||Master Vox|"Each time the OFFICER in the bearers unit issues an Order, it can issue it to an eligible unit up to 24"" away."|Wargear||
3939|4|||Medi-pack|At the start of your Command phase, if the bearers unit is below its Starting Strength, you can return up to D3 destroyed PLATOON models (excluding CHARACTERS) to this unit.|Wargear||
3939|5|||Regimental Standard|Add 1 to the Objective Control characteristic of models in the bearers unit.|Wargear||
3939|6|||ORDERS| This units OFFICER can issue 1 Order to a Regiment unit.|Special ( )||
3940|1|8346.0||||Core||
3940|2|8344.0||||Core|"6"""|
3940|3|||Gung-ho Command|While this unit contains an OFFICER, ranged weapons equipped by models in this unit have the [ASSAULT] ability.|Datasheet||
3940|4|||Master Vox|"Each time the OFFICER in the bearers unit issues an Order, it can issue it to an eligible unit up to 24"" away."|Wargear||
3940|5|||Medi-pack|At the start of your Command phase, if the bearers unit is below its Starting Strength, you can return up to D3 destroyed PLATOON models (excluding CHARACTERS) to this unit.|Wargear||
3940|6|||Regimental Standard|Add 1 to the Objective Control characteristic of models in the bearers unit.|Wargear||
3940|7|||ORDERS| This units OFFICER can issue 1 Order to a Regiment unit.|Special ( )||
3941|1|8346.0||||Core||
3941|2|||Grim Determination|While this unit contains an OFFICER, you can target this unit with Stratagems even while it is Battle-shocked and Orders issued to this unit do not cease to affect this unit if it becomes Battle-shocked.|Datasheet||
3941|3|||Master Vox|"Each time the OFFICER in the bearers unit issues an Order, it can issue it to an eligible unit up to 24"" away."|Wargear||
3941|4|||Alchemyk Counteragents|The bearers unit has the Feel No Pain 6+ ability against mortal wounds.|Wargear||
3941|5|||Regimental Standard|Add 1 to the Objective Control characteristic of models in the bearers unit.|Wargear||
3941|6|||Servo-scribes|Once per battle, when issuing an Order, the Lord Commissar can issue one additional Order.Designers Note: Place a Servo-scribes token next to the unit, removing it when this ability has been used.|Wargear||
3941|7|||ORDERS| This units OFFICER can issue 1 Order to a Regiment unit.|Special ( )||
3942|1|8339.0||||Core|D3|
3942|2|||Vox-net|"Each time this model issues an Order, it can issue it to an eligible unit up to 12"" away."|Datasheet||
3942|3|||Death Befitting An Officer|When this model is destroyed, roll one D6: on a 2+, do not remove it from play - it can, after the attacking models unit has finished making its attacks, shoot as if it were your Shooting phase and as if it had its full wounds remaining. This model is then removed from play.|Datasheet||
3942|4|||ORDERS|This OFFICER can issue up to 2 Orders to Squadron units.|Special ( )||
3942|5|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
3943|1|8346.0||||Core||
3943|2|||Malign Wardings(Psychic)|While this model is leading a unit, models in that unit have the Feel No Pain 4+ ability against Psychic Attacks.|Datasheet||
3943|3|||Psychic Barrier (Psychic)|At the start of your opponents Shooting phase, you can roll one D6: on a 1, this PSYKERs unit suffers D3 mortal wounds; on a 2+, until the end of the phase, models in this PSYKERs unit have a 4+ invulnerable save.|Datasheet||
3944|1|8339.0||||Core|D6|
3944|2|||Vox-net|"Each time this model issues an Order, it can issue it to an eligible unit up to 12"" away."|Datasheet||
3944|3|||Called Shots|Each time this model is selected to shoot, you can re-roll one Hit roll, you can re-roll one Wound roll and you can re-roll one Damage roll when resolving its attacks.|Datasheet||
3944|4|||ORDERS|This OFFICER can issue up to 2 Orders to Squadron units.|Special ( )||
3945|1|8346.0||||Core||
3945|2|||Summary Execution|"Once per battle round, at the start of any phase, you can select one friendly Astra Militarum Infantry or Astra Militarum Mounted unit that is Battle-shocked and within 12"" of this model. If you do, one model in that unit is destroyed, and that unit is then no longer Battle-shocked."|Datasheet||
3945|3|||Political Overwatch|While another Officer model is in the same unit as this model, you can re-roll Battle-shock tests taken for that unit.|Datasheet||
3945|4|||ORDERS|This Officer can issue 1 Order to a Regiment unit. This OFFICER can only issue the Duty and Honour! and Fix Bayonets! Orders.|Special ( )||
3946|1|8346.0||||Core||
3946|2|||Medicae Medi-packs|Whilst this unit contains one or more Medicae Servitors, models in this unit have the Feel No Pain 5+ ability.|Datasheet||
3946|3|||Mindlock|While this unit contains a Quartermaster Revenant model, improve the Weapon Skill characteristic of this units Medical scalpels by 1.|Datasheet||
3947|1|8346.0||||Core||
3947|2|||Heroic Example|While this units Minka Lesk model is on the battlefield, each time a model in this unit makes an attack, you can re-roll the Hit roll.|Datasheet||
3947|3|||Lesks Heroes|Add 1 to the Leadership characteristic of models in this unit and you can re-roll Battle-shock and Leadership tests taken for this unit.|Datasheet||
3947|4|||ORDERS|This units OFFICER can issue 2 Orders to Regiment units.|Fortification ( )||
3947|5|||Regimental Banner|Add 1 to the Objective Control characteristic of models in the bearers unit.|Wargear||
3947|6|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
3948|1|||Shock Troops|At the end of your Command phase, if this unit is within range of an objective marker you control, that objective marker remains under your control, even if you have no models within range of it, until your opponent controls it at the start or end of any turn.|Datasheet||
3948|2|||Vox-caster|"Each time you target the bearers unit with a Stratagem, roll one D6, adding 1 to the result if there are one or more friendly Officer models within 6"": on a 5+, you gain 1CP."|Wargear||
3949|1|8344.0||||Core|"6"""|
3949|2|||Jungle Fighters|Each time a model in this unit makes a melee attack, if this unit made a Charge move or was charged this turn, add 1 to the Wound roll.|Datasheet||
3949|3|||Vox-caster|"Each time you target the bearers unit with a Stratagem, roll one D6, adding 1 to the result if there are one or more friendly Officer models within 6"": on a 5+, you gain 1CP."|Wargear||
3950|1|||Grim Demeanour|Each time a model in this unit makes an attack, add 1 to the Hit roll if this unit is below its Starting Strength, and add 1 to the Wound roll as well if this unit is Below Half-strength.|Datasheet||
3950|2|||Vox-caster|"Each time you target the bearers unit with a Stratagem, roll one D6, adding 1 to the result if there are one or more friendly Officer models within 6"": on a 5+, you gain 1CP."|Wargear||
3950|3|||Death Korps Medi-pack|At the start of your Command phase, if the bearers unit is below its Starting Strength, you can return up to D3 destroyed Death Korps Troopers to this unit (if this unit contains two models equipped with a Death Korps medi-pack, return up to D3+1 destroyed Death Korps Troopers to this unit instead).|Wargear||
3951|1|8339.0||||Core|D3|
3951|2|8334.0||||Core|2|
3951|3|||Mobile Command Vehicle|In your Command phase, one Officer model embarked within this TRANSPORT can issue Orders even though it is not on the battlefield. When doing so, measure distances to and from this TRANSPORT.|Datasheet||
3951|4|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
3952|1|8339.0||||Core|D3|
3952|2|||Rapid Deployment|Units can disembark from this TRANSPORT after it has Advanced. Units that do so count as having made a Normal move that phase, and cannot declare a charge in the same turn, but can otherwise act normally.|Datasheet||
3953|1|8339.0||||Core|D3|
3953|2|||Transport Support|In your Shooting phase, after this model has shot, select one enemy unit that was hit by one or more of those attacks. Until the end of the phase, each time a model that disembarked from this TRANSPORT this turn makes an attack that targets that enemy unit, you can re-roll the Hit roll.|Datasheet||
3954|1|8339.0||||Core|D3|
3954|2|8334.0||||Core|2|
3954|3|||Mobile Command Vehicle|In your Command phase, one Officer model embarked within this TRANSPORT can issue Orders even though it is not on the battlefield. When doing so, measure distances to and from this TRANSPORT.|Datasheet||
3954|4|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
3955|1|||Emplacement Platform|Friendly ASTRA MILITARUM INFANTRY models can be set up or end any type of move on top of the platform section of this FORTIFICATION.|Datasheet||
3955|2|||Reinforced Cover|Each time a ranged attack is allocated to a model, if that model is not fully visible to every model in the attacking unit because of this FORTIFICATION, that model has the Benefit of Cover against that attack.|Datasheet||
3955|3|||Defence Line|While an ASTRA MILITARUM INFANTRY model has the Benefit of Cover as a result of this terrain feature (see above), that model has a 4+ invulnerable save.|Datasheet||
3955|4|||Fortification|While an enemy unit is only within Engagement Range of one or more FORTIFICATIONS from your army: That unit can still be selected as the target of ranged attacks, but each time such an attack is made, unless it is made with a Pistol, subtract 1 from the Hit roll. Models in that unit do not need to take Desperate Escape tests due to Falling Back while Battle-shocked, except for those that will move over enemy models when doing so.|Datasheet||
3955|5|||DEPLOYMENT|"When this model is set up, it will consist of 1 platform section, up to 5 shield sections, up to 2 broken shield sections, and up to 2 end sections. All sections must be connected to each other to form a continuous defence line; the two broken shield sections can be placed either at the end of the defence line, or in the middle of it such that both are within l/2"" of each other (in this case, these two sections count as being connected to each other). All the sections that have been set up are then treated as a single model for all rules purposes."|Special ( )||
3956|1|8339.0||||Core|1|
3956|2|||Earthshaker Rounds|"In your Shooting phase, after this model has shot, if one or more of those attacks made with its earthshaker cannon scored a hit against an enemy Infantry unit, until the end of your opponents next turn, that unit is shaken. While a unit is shaken, subtract 2"" from its Move characteristic and subtract 2 from Advance and Charge rolls made for it."|Datasheet||
3956|3|||Reinforced Cover|Each time a ranged attack is allocated to a model, if that model is not fully visible to every model in the attacking unit because of this Fortification, that model has the Benefit of Cover against that attack.|Datasheet||
3956|4|||FORTIFICATION|While an enemy unit is only within Engagement Range of one or more Fortifications from your army:That unit can still be selected as the target of ranged attacks, but each time such an attack is made, unless it is made with a Pistol, subtract 1 from the Hit roll. Models in that unit do not need to take Desperate Escape tests due to Falling Back while Battle- shocked, except for those that will move over enemy models when doing so.|Fortification ( )||
3957|1|8339.0||||Core|1|
3957|2|||Flak Battery|Each time this model makes an attack that targets a unit that can FLY, you can re-roll the Hit roll.|Datasheet||
3957|3|||Reinforced Cover|Each time a ranged attack is allocated to a model, if that model is not fully visible to every model in the attacking unit because of this Fortification, that model has the Benefit of Cover against that attack.|Datasheet||
3957|4|||FORTIFICATION|While an enemy unit is only within Engagement Range of one or more Fortifications from your army:That unit can still be selected as the target of ranged attacks, but each time such an attack is made, unless it is made with a Pistol, subtract 1 from the Hit roll. Models in that unit do not need to take Desperate Escape tests due to Falling Back while Battle- shocked, except for those that will move over enemy models when doing so.|Fortification ( )||
3958|1|8339.0||||Core|1|
3958|2|||Furious Barrage|Each time this model makes an attack with its storm eagle rockets that targets an enemy unit that contains five or more models, you can re-roll the Hit roll.|Datasheet||
3958|3|||Reinforced Cover|Each time a ranged attack is allocated to a model, if that model is not fully visible to every model in the attacking unit because of this Fortification, that model has the Benefit of Cover against that attack.|Datasheet||
3958|4|||FORTIFICATION|While an enemy unit is only within Engagement Range of one or more Fortifications from your army:That unit can still be selected as the target of ranged attacks, but each time such an attack is made, unless it is made with a Pistol, subtract 1 from the Hit roll. Models in that unit do not need to take Desperate Escape tests due to Falling Back while Battle- shocked, except for those that will move over enemy models when doing so.|Fortification ( )||
3959|1|||Defence Searchlight|"At the start of your Shooting phase, you can select one enemy unit within 24"" and visible to the bearer. Until the end of the phase, that unit cannot have the Benefit of Cover."|Wargear||
3959|2|||Sentinel Directives|Each time you target this unit with the Fire Overwatch Stratagem, hits are scored on unmodified Hit rolls of 5+ when resolving that Stratagem.|Datasheet||
3959|3|||FORTIFICATION|While an enemy unit is only within Engagement Range of one or more Fortifications from your army:That unit can still be selected as the target of ranged attacks, but each time such an attack is made, unless it is made with a Pistol, subtract 1 from the Hit roll. Models in that unit do not need to take Desperate Escape tests due to Falling Back while Battle- shocked, except for those that will move over enemy models when doing so.|Fortification ( )||
3960|1|8339.0||||Core|1|
3960|2|||Mobile Hunter-killers|Each time a model in this unit makes an attack that targets a MONSTER or VEHICLE unit, you can re-roll the Wound roll.|Datasheet||
3960|3|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
3961|1|||Remorseless Barrage|In your Shooting phase, after this model has shot, if one or more of those attacks made with an Indirect Fire weapon scored a hit against an enemy unit, that unit must take a Battle-shock test (if an INFANTRY unit is hit by one or more attacks made by a multiple rocket launcher, they must subtract 1 from their Battle-shock test when doing so).|Datasheet||
3962|1|||Horsemasters|This unit is eligible to shoot and declare a charge in a turn in which it Fell Back.|Datasheet||
3963|1|8339.0||||Core|D6+2|
3963|2|||Rolling Fortress|Each time a ranged attack is allocated to an ASTRA MILITARUM model from your army, if that model is not fully visible to every model in the attacking unit because of this BANEBLADE model, that model has the Benefit of Cover against that attack.|Datasheet||
3964|1|8339.0||||Core|D6+2|
3964|2|8334.0||||Core|6|
3964|3|||Tremor Quake|"In your Shooting phase, just after selecting a target for this models tremor cannon, the target unit and every other enemy INFANTRY unit within 3"" of that unit must take a Battle-shock test."|Datasheet||
3965|1|8339.0||||Core|D6+2|
3965|2|||Armour Obliteration|Each time an attack made with this models quake cannon destroys an enemy model that has the Deadly Demise ability, that models Deadly Demise ability inflicts mortal wounds on a D6 roll of 3+ instead of on a 6.|Datasheet||
3966|1|8339.0||||Core|D3|
3966|2|||Earthshaker Rounds|"In your Shooting phase, after this model has shot, if one or more of those attacks made with its earthshaker cannon scored a hit against an enemy INFANTRY unit, until the start of your next Shooting phase, that unit is shaken. While a unit is shaken, subtract 2"" from its Move characteristic and subtract 2 from Charge rolls made for it."|Datasheet||
3966|3|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
3967|1|||Covering Fire|"Each time you target this unit with the Fire Overwatch Stratagem, while resolving that Stratagem, hits are scored on unmodified Hit rolls of 5+, or on unmodified Hit rolls of 4+ instead if this unit is within 6"" of one or more friendly Platoon units."|Datasheet||
3967|2|||EMBARKING|While embarked within a Transport, each model takes up the space of 2 models, and each weapon equipped by these models is considered to be 2 models weapons for the purposes of the Firing Deck ability.|Special ( )||
3968|1|8344.0||||Core|"6"""|
3968|2|||Bring it Down!|Each time a model in this unit makes a ranged attack that targets a MONSTER of VEHICLE unit, re-roll a Hit roll of 1 and re-roll a Wound roll of 1.|Datasheet||
3968|3|||EMBARKING|While embarked within a Transport, each model takes up the space of 2 models, and each weapon equipped by these models is considered to be 2 models weapons for the purposes of the Firing Deck ability.|Special ( )||
